checkin_dt,checkin_mode,checkin_type,can_shop,contact_id,membership_type,membership_status,member_since,membership_start_date,hours_0,hours_1,hours_2
2020-06-08 19:17:04.382024,email,ghfc,True,2648.0,Lettuce Plan,Current,2014-07-09,2019-06-08,0.0,2.5,5.42
2020-06-08 19:43:46.822012,click,visitor,True,,,,,,,,
2020-06-08 19:54:14.108297,click,psfc,True,,,,,,,,
2020-06-08 19:54:15.706708,click,psfc,True,,,,,,,,
2020-06-08 20:07:43.327061,email,ghfc,True,1503.0,Lettuce Plan,Current,2012-02-08,2020-01-04,2.25,0.0,2.25
2020-06-08 20:17:58.058881,click,psfc,True,,,,,,,,
2020-06-09 13:47:10.510255,click,visitor,True,,,,,,,,
2020-06-09 14:56:17.984763,click,visitor,True,,,,,,,,
2020-06-09 15:31:35.814409,click,psfc,True,,,,,,,,
2020-06-09 15:40:37.960540,click,psfc,True,,,,,,,,
2020-06-09 15:40:48.704605,click,psfc,True,,,,,,,,
2020-06-09 16:11:09.688206,click,psfc,True,,,,,,,,
2020-06-09 16:15:12.807192,email,ghfc,True,5423.0,Lettuce Plan,Current,2019-12-29,2019-12-29,2.58,2.5,2.5
2020-06-09 17:00:45.368246,email,ghfc,True,4016.0,Zucchini Plan,Current,2020-01-11,2020-01-11,0.0,5.83,1.0
2020-06-09 17:01:14.651593,click,visitor,True,,,,,,,,
2020-06-09 17:19:41.610359,click,visitor,True,,,,,,,,
2020-06-09 17:19:54.810319,click,visitor,True,,,,,,,,
2020-06-09 17:19:58.857710,click,visitor,True,,,,,,,,
2020-06-09 17:20:01.854403,click,visitor,True,,,,,,,,
2020-06-09 17:20:02.008596,click,visitor,True,,,,,,,,
2020-06-09 17:20:09.641335,click,visitor,True,,,,,,,,
2020-06-09 17:20:09.786176,click,visitor,True,,,,,,,,
2020-06-09 17:20:12.629791,click,visitor,True,,,,,,,,
2020-06-09 17:20:13.102177,click,visitor,True,,,,,,,,
2020-06-09 17:20:13.277886,click,visitor,True,,,,,,,,
2020-06-09 17:20:13.452956,click,visitor,True,,,,,,,,
2020-06-09 17:20:14.997821,click,visitor,True,,,,,,,,
2020-06-09 17:20:15.141687,click,visitor,True,,,,,,,,
2020-06-09 17:20:16.501517,click,visitor,True,,,,,,,,
2020-06-09 17:20:16.738325,click,visitor,True,,,,,,,,
2020-06-09 17:20:16.924236,click,visitor,True,,,,,,,,
2020-06-09 17:20:17.119670,click,visitor,True,,,,,,,,
2020-06-09 17:20:17.294625,click,visitor,True,,,,,,,,
2020-06-09 17:20:26.782233,click,visitor,True,,,,,,,,
2020-06-09 17:20:45.391209,click,visitor,True,,,,,,,,
2020-06-09 17:21:26.761539,email,ghfc,True,2357.0,Zucchini Plan,Current,2013-06-01,2013-06-01,,,
2020-06-09 17:27:50.454041,email,ghfc,True,2715.0,Carrot Plan,Current,2014-10-11,2014-10-11,0.0,2.33,0.0
2020-06-09 17:31:41.192709,email,ghfc,True,425.0,Lettuce Plan,Current,2018-11-12,2018-11-12,9.33,2.5,3.0
2020-06-09 17:32:21.348897,email,ghfc,True,425.0,Lettuce Plan,Current,2018-11-12,2018-11-12,9.33,2.5,3.0
2020-06-09 17:45:22.626094,email,ghfc,True,444.0,Lettuce Plan,Current,2019-02-03,2020-01-09,2.58,2.58,2.67
2020-06-09 17:46:38.958379,email,ghfc,True,1052.0,Lettuce Plan,Current,2011-04-29,2011-04-29,0.0,2.0,7.83
2020-06-09 17:47:26.472659,click,psfc,True,,,,,,,,
2020-06-09 17:51:41.346685,email,ghfc,True,2892.0,Carrot Plan,Current,2016-06-24,2016-06-24,0.0,2.42,2.83
2020-06-09 17:53:45.195718,email,trial,True,5844.0,,,,,,,
2020-06-09 17:54:15.422620,email,ghfc,True,3309.0,Carrot Plan,Current,2017-01-20,2019-03-02,0.0,0.0,0.0
2020-06-09 18:03:08.024663,email,ghfc,True,1993.0,Lettuce Plan,Current,2012-09-15,2018-08-30,0.91,4.83,5.33
2020-06-09 18:10:15.680424,email,trial,True,5831.0,,,,,,,
2020-06-09 18:16:48.787303,email,ghfc,True,3875.0,Lettuce Plan,Current,2018-02-06,2018-09-20,0.0,2.42,0.0
2020-06-09 18:46:37.870292,email,ghfc,True,3587.0,Carrot Plan,Current,2017-04-08,2017-04-08,0.0,0.0,2.67
2020-06-09 18:48:02.725911,click,visitor,True,,,,,,,,
2020-06-09 18:48:07.444267,click,visitor,True,,,,,,,,
2020-06-09 18:48:08.484691,click,visitor,True,,,,,,,,
2020-06-09 18:48:28.682823,click,visitor,True,,,,,,,,
2020-06-09 18:52:22.253854,barcode,ghfc,True,2779.0,Carrot Plan,Current,2015-05-11,2018-10-10,0.909999999999999,9.67,7.25
2020-06-09 18:55:59.847417,email,ghfc,True,233.0,Carrot Plan,Current,2018-11-04,2019-05-13,2.75,0.0,4.0
2020-06-09 19:25:45.565360,click,visitor,True,,,,,,,,
2020-06-09 19:27:50.443669,email,ghfc,True,2543.0,Lettuce Plan,Current,2014-01-14,2014-01-14,6.6,20.85,16.990000000000002
2020-06-09 19:31:34.852786,click,psfc,True,,,,,,,,
2020-06-09 19:36:34.234851,email,ghfc,True,2551.0,Lettuce Plan,Current,2014-01-23,2014-01-23,0.42,2.92,0.75
2020-06-09 19:47:06.143334,email,ghfc,True,3826.0,Lettuce Plan,Current,2017-12-02,2017-12-02,2.58,4.67,0.0
2020-06-09 19:47:43.474168,click,visitor,True,,,,,,,,
2020-06-09 20:10:11.010790,barcode,ghfc,True,4281.0,Lettuce Plan,Current,2019-01-07,2019-01-07,0.0,2.5,2.5
2020-06-10 16:38:53.931746,email,ghfc,True,304.0,Lettuce Plan,Current,2018-10-17,2018-10-17,2.5,2.5,5.0
2020-06-10 16:39:35.113237,email,ghfc,True,2543.0,Lettuce Plan,Current,2014-01-14,2014-01-14,9.1,20.85,16.990000000000002
2020-06-10 16:41:23.049241,email,ghfc,False,3886.0,Zucchini Plan,Expired,2018-09-01,2018-09-01,7.75,9.58,4.91
2020-06-10 16:43:38.983616,barcode,ghfc,False,127.0,Zucchini Plan,Expired,2018-09-29,2018-09-29,3.0,5.5,2.5
2020-06-10 17:17:33.745250,click,visitor,True,,,,,,,,
2020-06-10 17:17:35.056586,click,visitor,True,,,,,,,,
2020-06-10 17:17:41.290833,click,visitor,True,,,,,,,,
2020-06-10 17:39:37.835365,email,ghfc,True,3963.0,Lettuce Plan,Re-activated,2018-09-04,2020-01-17,3.5,1.0,0.0
2020-06-10 17:50:40.996113,click,visitor,True,,,,,,,,
2020-06-10 18:19:21.344589,click,psfc,True,,,,,,,,
2020-06-10 18:33:04.352349,click,psfc,True,,,,,,,,
2020-06-10 18:37:17.703395,click,visitor,True,,,,,,,,
2020-06-10 18:37:22.896448,click,visitor,True,,,,,,,,
2020-06-10 18:37:43.348308,click,visitor,True,,,,,,,,
2020-06-10 18:37:45.545202,click,visitor,True,,,,,,,,
2020-06-10 18:37:45.772053,click,visitor,True,,,,,,,,
2020-06-10 18:38:03.634329,click,visitor,True,,,,,,,,
2020-06-10 18:38:04.160703,click,visitor,True,,,,,,,,
2020-06-10 18:38:04.416756,click,visitor,True,,,,,,,,
2020-06-11 16:23:13.877304,email,ghfc,True,473.0,Lettuce Plan,Re-activated,2018-12-03,2020-06-09,,,
2020-06-11 16:23:52.429769,click,psfc,True,,,,,,,,
2020-06-11 16:33:33.204445,click,psfc,True,,,,,,,,
2020-06-11 16:54:17.411312,click,psfc,True,,,,,,,,
2020-06-11 17:00:20.548192,email,ghfc,True,5433.0,Zucchini Plan,Current,2020-01-08,2020-01-08,0.0,2.58,3.0
2020-06-11 17:10:28.156995,email,ghfc,True,723.0,Lettuce Plan,Current,2010-07-09,2010-07-09,0.0,2.67,10.25
2020-06-11 17:12:58.600317,email,ghfc,True,3587.0,Carrot Plan,Current,2017-04-08,2017-04-08,0.0,0.0,2.67
2020-06-11 17:17:35.789631,email,ghfc,True,4784.0,Carrot Plan,Current,2019-05-10,2019-05-10,2.75,2.5,2.5
2020-06-11 17:31:47.889622,click,psfc,True,,,,,,,,
2020-06-11 17:45:55.094274,email,ghfc,False,5252.0,Zucchini Plan,Expired,2019-10-24,2019-10-24,,,
2020-06-11 17:46:07.986151,click,psfc,True,,,,,,,,
2020-06-11 17:55:34.918691,email,trial,True,5821.0,,,,,,,
2020-06-11 18:12:54.943793,email,ghfc,True,5761.0,Lettuce Plan,Current,2020-03-20,2020-03-20,17.0,4.92,2.25
2020-06-11 18:19:02.666228,email,trial,False,4432.0,,,,,,,
2020-06-11 18:19:28.234945,email,ghfc,True,5751.0,Zucchini Plan,New,2020-05-14,2020-05-14,0.0,0.0,0.0
2020-06-11 18:30:18.714958,click,visitor,True,,,,,,,,
2020-06-11 18:37:43.698120,click,psfc,True,,,,,,,,
2020-06-11 18:37:52.254566,click,visitor,True,,,,,,,,
2020-06-11 18:38:30.075739,email,ghfc,True,5752.0,Zucchini Plan,New,2020-06-03,2020-06-03,0.0,0.0,0.0
2020-06-11 19:01:11.264373,click,psfc,True,,,,,,,,
2020-06-11 19:03:47.026091,email,ghfc,True,2827.0,Carrot Plan,Current,2016-01-03,2016-01-03,2.75,4.42,8.42
2020-06-11 19:14:41.542877,email,ghfc,True,1052.0,Lettuce Plan,Current,2011-04-29,2011-04-29,0.0,2.0,7.83
2020-06-11 19:14:56.176832,click,visitor,True,,,,,,,,
2020-06-11 19:14:59.172979,click,visitor,True,,,,,,,,
2020-06-11 19:15:02.674620,click,visitor,True,,,,,,,,
2020-06-11 19:15:06.876351,click,visitor,True,,,,,,,,
2020-06-11 19:15:11.850009,click,visitor,True,,,,,,,,
2020-06-11 19:15:12.714710,click,visitor,True,,,,,,,,
2020-06-11 19:15:12.942727,click,visitor,True,,,,,,,,
2020-06-11 19:15:13.146884,click,visitor,True,,,,,,,,
2020-06-11 19:15:15.783421,click,visitor,True,,,,,,,,
2020-06-11 19:15:33.132126,click,visitor,True,,,,,,,,
2020-06-11 19:21:16.361314,email,ghfc,False,4274.0,Zucchini Plan,Cancelled,2020-01-05,2020-03-11,,,
2020-06-11 19:25:17.297686,email,ghfc,False,4841.0,Zucchini Plan,Expired,2019-05-28,2019-05-28,0.0,2.58,2.5
2020-06-11 19:36:08.335842,email,ghfc,True,4136.0,Lettuce Plan,Current,2019-08-08,2020-02-11,,,
2020-06-11 19:53:39.472012,email,ghfc,True,5187.0,Lettuce Plan,Current,2019-11-04,2019-11-04,0.0,10.67,7.58
2020-06-11 19:55:19.291588,email,ghfc,True,5187.0,Lettuce Plan,Current,2019-11-04,2019-11-04,0.0,10.67,7.58
2020-06-12 14:37:16.731357,email,ghfc,True,774.0,Lettuce Plan,Current,2010-09-10,2010-09-10,0.0,8.0,8.0
2020-06-12 14:46:43.441742,barcode,ghfc,True,4673.0,Lettuce Plan,Current,2019-04-14,2019-05-29,2.5,2.92,0.0
2020-06-12 14:54:30.780688,click,visitor,True,,,,,,,,
2020-06-12 15:04:00.082731,email,ghfc,True,2947.0,Lettuce Plan,Current,2016-06-11,2016-06-11,0.0,3.0,0.0
2020-06-12 15:27:03.032096,click,psfc,True,,,,,,,,
2020-06-12 15:29:40.853523,email,ghfc,True,3249.0,Lettuce Plan,Current,2017-01-14,2017-01-14,2.5,2.92,2.17
2020-06-12 15:30:46.723838,email,trial,False,5707.0,,,,,,,
2020-06-12 15:34:40.205617,email,ghfc,True,304.0,Lettuce Plan,Current,2018-10-17,2018-10-17,2.5,2.5,5.0
2020-06-12 15:49:19.686718,click,psfc,True,,,,,,,,
2020-06-12 15:54:57.615838,click,visitor,True,,,,,,,,
2020-06-12 16:00:18.348641,barcode,ghfc,True,3908.0,Carrot Plan,Current,2018-09-04,2018-09-04,0.0,4.83,5.0
2020-06-12 16:00:26.658007,barcode,ghfc,True,3908.0,Carrot Plan,Current,2018-09-04,2018-09-04,0.0,4.83,5.0
2020-06-12 16:04:28.289179,click,visitor,True,,,,,,,,
2020-06-12 16:09:44.410587,click,visitor,True,,,,,,,,
2020-06-12 16:13:48.496189,click,visitor,True,,,,,,,,
2020-06-12 16:21:15.358247,click,visitor,True,,,,,,,,
2020-06-12 16:22:53.137882,click,visitor,True,,,,,,,,
2020-06-12 16:23:07.638586,click,visitor,True,,,,,,,,
2020-06-12 16:23:11.283678,click,visitor,True,,,,,,,,
2020-06-12 16:24:35.551610,click,psfc,True,,,,,,,,
2020-06-12 16:24:39.884292,click,psfc,True,,,,,,,,
2020-06-12 16:24:42.061669,click,psfc,True,,,,,,,,
2020-06-12 16:33:13.129241,click,visitor,True,,,,,,,,
2020-06-12 16:33:18.457174,click,visitor,True,,,,,,,,
2020-06-12 16:33:25.600345,click,visitor,True,,,,,,,,
2020-06-12 16:33:40.736901,click,visitor,True,,,,,,,,
2020-06-12 16:55:30.685181,click,visitor,True,,,,,,,,
2020-06-12 17:08:34.288348,email,ghfc,True,5525.0,Zucchini Plan,Current,2020-01-31,2020-01-31,,,
2020-06-12 17:17:37.069119,click,visitor,True,,,,,,,,
2020-06-12 17:18:39.245827,click,psfc,True,,,,,,,,
2020-06-12 17:24:08.481723,email,ghfc,True,2665.0,Lettuce Plan,Current,2014-08-06,2014-08-06,0.42000000000000004,0.0,4.0
2020-06-12 17:44:38.450050,email,ghfc,True,1350.0,Lettuce Plan,Current,2011-12-30,2011-12-30,2.5,2.5,2.42
2020-06-12 17:51:36.069497,click,psfc,True,,,,,,,,
2020-06-12 17:58:22.640174,click,visitor,True,,,,,,,,
2020-06-12 18:07:05.414282,click,visitor,True,,,,,,,,
2020-06-12 18:07:14.489131,click,visitor,True,,,,,,,,
2020-06-12 18:09:07.883117,click,visitor,True,,,,,,,,
2020-06-12 18:10:19.987738,click,visitor,True,,,,,,,,
2020-06-12 18:29:17.467410,barcode,ghfc,True,5028.0,Lettuce Plan,Current,2019-08-26,2020-03-06,2.58,2.67,2.75
2020-06-12 18:37:08.911113,click,visitor,True,,,,,,,,
2020-06-12 18:39:01.656594,click,visitor,True,,,,,,,,
2020-06-12 18:40:05.226237,click,visitor,True,,,,,,,,
2020-06-12 18:40:09.751818,click,visitor,True,,,,,,,,
2020-06-12 18:48:05.727829,email,ghfc,True,5340.0,Carrot Plan,Current,2019-11-14,2019-11-14,0.0,2.5,2.5
2020-06-12 18:59:05.580413,email,ghfc,True,5161.0,Lettuce Plan,Current,2019-11-05,2019-11-05,0.0,2.58,2.67
2020-06-12 19:09:15.009122,email,ghfc,True,1503.0,Lettuce Plan,Current,2012-02-08,2020-01-04,7.25,0.0,2.25
2020-06-12 19:10:46.311592,email,ghfc,True,2543.0,Lettuce Plan,Current,2014-01-14,2014-01-14,10.18,20.85,16.990000000000002
2020-06-12 19:17:45.602702,email,ghfc,True,5713.0,Zucchini Plan,New,2020-06-12,2020-06-12,,,
2020-06-12 19:20:27.102856,email,ghfc,True,5602.0,Zucchini Plan,New,2020-06-10,2020-06-10,,,
2020-06-12 19:20:52.564386,email,ghfc,True,5847.0,Zucchini Plan,New,2020-06-10,2020-06-10,,,
2020-06-12 19:29:01.661752,click,visitor,True,,,,,,,,
2020-06-12 19:43:25.754891,email,ghfc,True,4364.0,Lettuce Plan,Current,2019-02-25,2019-02-25,2.5,2.5,4.75
2020-06-12 20:18:26.965096,click,psfc,True,,,,,,,,
2020-06-13 09:59:50.068654,click,psfc,True,,,,,,,,
2020-06-13 10:02:13.914180,email,ghfc,True,728.0,Lettuce Plan,Current,2010-04-22,2010-04-22,0.0,4.0,0.0
2020-06-13 10:03:36.587738,email,ghfc,True,2511.0,Carrot Plan,Current,2013-11-30,2013-11-30,4.58,0.0,0.0
2020-06-13 10:08:35.295751,click,psfc,True,,,,,,,,
2020-06-13 10:48:26.843725,click,visitor,True,,,,,,,,
2020-06-13 10:48:29.472162,click,visitor,True,,,,,,,,
2020-06-13 10:48:32.345042,click,visitor,True,,,,,,,,
2020-06-13 10:48:36.998522,click,visitor,True,,,,,,,,
2020-06-13 10:48:38.481369,click,psfc,True,,,,,,,,
2020-06-13 10:48:40.098233,click,visitor,True,,,,,,,,
2020-06-13 10:48:42.306310,click,visitor,True,,,,,,,,
2020-06-13 10:48:50.966397,click,visitor,True,,,,,,,,
2020-06-13 10:48:52.047148,click,visitor,True,,,,,,,,
2020-06-13 10:48:58.730217,click,visitor,True,,,,,,,,
2020-06-13 10:48:59.832384,click,visitor,True,,,,,,,,
2020-06-13 10:49:12.109064,click,visitor,True,,,,,,,,
2020-06-13 10:49:12.767893,click,visitor,True,,,,,,,,
2020-06-13 10:52:42.713225,email,ghfc,True,2543.0,Lettuce Plan,Current,2014-01-14,2014-01-14,10.18,20.85,16.990000000000002
2020-06-13 10:53:15.608189,email,ghfc,True,2543.0,Lettuce Plan,Current,2014-01-14,2014-01-14,10.18,20.85,16.990000000000002
2020-06-13 10:55:25.662200,click,visitor,True,,,,,,,,
2020-06-13 10:55:34.627383,click,visitor,True,,,,,,,,
2020-06-13 10:55:36.202452,click,visitor,True,,,,,,,,
2020-06-13 10:55:38.314630,click,visitor,True,,,,,,,,
2020-06-13 11:04:04.384361,email,ghfc,True,5505.0,Lettuce Plan,Current,2019-12-21,2019-12-21,2.58,0.0,8.08
2020-06-13 11:16:01.162615,click,psfc,True,,,,,,,,
2020-06-13 11:16:03.698869,click,psfc,True,,,,,,,,
2020-06-13 11:16:06.891690,click,psfc,True,,,,,,,,
2020-06-13 11:16:07.077363,click,psfc,True,,,,,,,,
2020-06-13 11:16:07.241951,click,psfc,True,,,,,,,,
2020-06-13 11:16:08.147660,click,psfc,True,,,,,,,,
2020-06-13 11:16:08.343934,click,psfc,True,,,,,,,,
2020-06-13 11:16:08.518731,click,psfc,True,,,,,,,,
2020-06-13 11:18:45.098717,click,visitor,True,,,,,,,,
2020-06-13 11:49:05.987781,barcode,ghfc,True,5286.0,Apple Plan,Current,2019-11-17,2020-05-20,3.0,2.83,2.75
2020-06-13 11:49:09.380538,click,visitor,True,,,,,,,,
2020-06-13 11:49:45.566445,email,ghfc,True,304.0,Lettuce Plan,Current,2018-10-17,2018-10-17,2.5,2.5,5.0
2020-06-13 11:53:34.529519,email,ghfc,True,159.0,Carrot Plan,Current,2018-09-16,2018-12-16,0.0,2.5,0.0
2020-06-13 12:07:28.398282,email,ghfc,True,608.0,Apple Plan,Current,2020-01-17,2020-01-17,0.0,2.25,0.0
2020-06-13 12:07:36.728772,email,ghfc,True,608.0,Apple Plan,Current,2020-01-17,2020-01-17,0.0,2.25,0.0
2020-06-13 12:09:54.887678,email,ghfc,True,5617.0,Lettuce Plan,Current,2020-02-26,2020-02-26,4.5,4.0,0.75
2020-06-13 12:10:57.246477,barcode,ghfc,True,5851.0,Zucchini Plan,New,2020-06-11,2020-06-11,,,
2020-06-13 12:11:34.761693,email,ghfc,True,4182.0,Zucchini Plan,Current,2019-09-23,2020-01-21,4.75,2.5,2.5
2020-06-13 12:21:54.251971,click,psfc,True,,,,,,,,
2020-06-13 12:22:04.629956,click,psfc,True,,,,,,,,
2020-06-13 12:22:28.380645,barcode,trial,True,5848.0,,,,,,,
2020-06-13 12:32:41.697875,barcode,trial,True,5852.0,,,,,,,
2020-06-13 12:38:06.416628,email,ghfc,True,705.0,Carrot Plan,Current,2018-12-29,2019-10-14,5.5,5.08,0.0
2020-06-13 12:43:45.103639,email,ghfc,True,3309.0,Carrot Plan,Current,2017-01-20,2019-03-02,0.0,0.0,0.0
2020-06-13 13:06:41.910082,click,psfc,True,,,,,,,,
2020-06-13 13:06:45.248975,click,psfc,True,,,,,,,,
2020-06-13 13:26:42.231776,click,psfc,True,,,,,,,,
2020-06-13 13:27:29.694761,click,psfc,True,,,,,,,,
2020-06-13 13:33:02.351229,email,ghfc,True,5643.0,Lettuce Plan,Current,2020-02-01,2020-02-01,5.08,5.17,0.0
2020-06-13 13:33:25.480718,barcode,ghfc,True,5538.0,Carrot Plan,Current,2020-02-01,2020-02-01,2.75,2.5,2.5
2020-06-13 13:39:25.603420,email,ghfc,False,848.0,Carrot Plan,Cancelled,2010-10-24,2010-10-24,,,
2020-06-13 13:41:04.401955,click,visitor,True,,,,,,,,
2020-06-13 13:52:47.576468,click,visitor,True,,,,,,,,
2020-06-13 13:57:13.732533,barcode,ghfc,True,4912.0,Lettuce Plan,Current,2019-07-28,2020-02-07,2.58,2.75,2.83
2020-06-13 14:18:23.892153,email,ghfc,True,738.0,Avocado Plan,Current,2010-05-10,2010-05-10,4.83,2.42,5.42
2020-06-13 14:18:51.963605,email,ghfc,True,738.0,Avocado Plan,Current,2010-05-10,2010-05-10,4.83,2.42,5.42
2020-06-13 14:23:07.084701,click,psfc,True,,,,,,,,
2020-06-13 14:32:50.762822,barcode,ghfc,True,5012.0,Carrot Plan,New,2020-05-01,2020-05-01,2.58,2.75,2.5
2020-06-13 14:41:33.907898,click,psfc,True,,,,,,,,
2020-06-13 14:41:37.539107,click,psfc,True,,,,,,,,
2020-06-13 14:41:40.910948,click,psfc,True,,,,,,,,
2020-06-13 14:49:09.368881,click,visitor,True,,,,,,,,
2020-06-13 14:49:15.735764,click,visitor,True,,,,,,,,
2020-06-13 14:49:41.492478,click,visitor,True,,,,,,,,
2020-06-13 14:49:59.245303,click,visitor,True,,,,,,,,
2020-06-13 15:03:37.479030,email,ghfc,True,5279.0,Avocado Plan,Current,2019-10-26,2020-04-26,1.25,2.92,1.0
2020-06-13 15:15:44.727604,email,ghfc,True,3970.0,Lettuce Plan,Current,2017-01-15,2018-08-30,2.75,7.5,4.16
2020-06-13 15:41:22.472439,email,ghfc,True,4766.0,Lettuce Plan,New,2020-06-10,2020-06-10,,,
2020-06-13 15:44:43.493420,email,ghfc,True,5545.0,Zucchini Plan,Current,2020-03-01,2020-03-01,0.0,2.5,5.75
2020-06-13 15:53:36.538883,email,ghfc,True,4290.0,Lettuce Plan,Current,2019-01-09,2019-01-31,2.25,3.25,3.0
2020-06-13 16:06:44.232968,click,visitor,True,,,,,,,,
2020-06-14 10:13:28.671167,click,psfc,True,,,,,,,,
2020-06-14 10:27:17.590791,click,psfc,True,,,,,,,,
2020-06-14 10:52:36.188669,email,trial,False,5229.0,,,,,,,
2020-06-14 10:54:33.930797,click,visitor,True,,,,,,,,
2020-06-14 10:54:36.610558,click,visitor,True,,,,,,,,
2020-06-14 10:54:39.771531,click,visitor,True,,,,,,,,
2020-06-14 10:54:41.969922,click,visitor,True,,,,,,,,
2020-06-14 11:12:40.598948,barcode,ghfc,True,1959.0,Lettuce Plan,Current,2012-08-16,2019-03-16,2.83,2.5,2.83
2020-06-14 11:25:26.297980,email,ghfc,True,3826.0,Lettuce Plan,Current,2017-12-02,2017-12-02,2.58,4.67,0.0
2020-06-14 11:26:57.214478,click,visitor,True,,,,,,,,
2020-06-14 11:27:19.730644,click,psfc,True,,,,,,,,
2020-06-14 11:27:59.128295,email,ghfc,False,5546.0,Zucchini Plan,General Leave,2020-02-06,2020-03-29,,,
2020-06-14 11:33:12.338790,click,psfc,True,,,,,,,,
2020-06-14 11:37:38.482002,barcode,ghfc,True,2704.0,Lettuce Plan,Current,2014-09-18,2014-09-18,2.5,2.58,2.92
2020-06-14 11:47:14.382171,barcode,ghfc,True,13.0,Carrot Plan,Current,2014-08-18,2014-08-18,0.0,8.09,3.67
2020-06-14 11:55:55.139020,email,ghfc,True,3456.0,Lettuce Plan,Current,2017-01-14,2017-01-14,2.83,2.92,0.0
2020-06-14 12:09:13.595622,click,visitor,True,,,,,,,,
2020-06-14 12:09:16.321978,click,visitor,True,,,,,,,,
2020-06-14 12:22:29.396005,email,ghfc,True,4569.0,Lettuce Plan,Current,2019-03-24,2019-04-29,2.5,2.5,5.17
2020-06-14 12:27:43.482601,barcode,ghfc,True,5084.0,Zucchini Plan,New,2020-06-07,2020-06-07,0.0,0.0,0.0
2020-06-14 12:32:25.949481,email,ghfc,True,5552.0,Zucchini Plan,Current,2020-01-06,2020-01-06,0.0,0.0,0.0
2020-06-14 12:33:53.856331,barcode,ghfc,True,4673.0,Lettuce Plan,Current,2019-04-14,2019-05-29,2.5,2.92,0.0
2020-06-14 12:34:26.057707,email,ghfc,True,2543.0,Lettuce Plan,Current,2014-01-14,2014-01-14,10.18,20.85,16.990000000000002
2020-06-14 12:50:54.574943,barcode,ghfc,True,5329.0,Lettuce Plan,Current,2019-11-10,2019-11-10,0.0,4.0,2.5
2020-06-14 12:51:08.196749,barcode,ghfc,True,5329.0,Lettuce Plan,Current,2019-11-10,2019-11-10,0.0,4.0,2.5
2020-06-14 13:22:44.212415,barcode,ghfc,True,233.0,Carrot Plan,Current,2018-11-04,2019-05-13,2.75,0.0,4.0
2020-06-14 13:25:45.997392,click,visitor,True,,,,,,,,
2020-06-14 13:27:46.704025,click,visitor,True,,,,,,,,
2020-06-14 13:28:01.836129,click,visitor,True,,,,,,,,
2020-06-14 13:34:48.068899,email,ghfc,True,5576.0,Zucchini Plan,Current,2020-01-10,2020-01-10,,,
2020-06-14 13:35:04.980858,barcode,ghfc,True,5436.0,Lettuce Plan,Parental Leave,2019-12-28,2020-02-06,0.0,0.0,0.0
2020-06-14 13:42:24.747862,barcode,ghfc,True,2094.0,Carrot Plan,Current,2012-10-23,2020-02-26,0.0,0.0,0.0
2020-06-14 13:45:43.788528,click,visitor,True,,,,,,,,
2020-06-14 14:07:06.887781,barcode,trial,True,5823.0,,,,,,,
2020-06-14 14:09:33.457806,barcode,trial,True,5845.0,,,,,,,
2020-06-14 14:24:52.449478,click,psfc,True,,,,,,,,
2020-06-14 14:25:46.021265,click,psfc,True,,,,,,,,
2020-06-14 14:25:47.915823,click,psfc,True,,,,,,,,
2020-06-14 14:37:25.523423,click,visitor,True,,,,,,,,
2020-06-14 14:37:28.771828,click,visitor,True,,,,,,,,
2020-06-14 14:37:48.855223,click,visitor,True,,,,,,,,
2020-06-14 14:54:49.143022,click,visitor,True,,,,,,,,
2020-06-14 15:04:34.113443,barcode,ghfc,True,5718.0,Zucchini Plan,New,2020-05-31,2020-05-31,0.0,0.0,0.0
2020-06-14 15:07:52.869746,click,psfc,True,,,,,,,,
2020-06-14 15:09:51.465584,barcode,ghfc,True,4254.0,Carrot Plan,Current,2018-12-19,2019-04-06,2.75,3.0,0.0
2020-06-14 15:15:27.298607,barcode,ghfc,True,3143.0,Carrot Plan,Current,2017-01-29,2019-11-16,0.0,2.67,5.75
2020-06-14 15:15:49.606780,barcode,ghfc,True,3143.0,Carrot Plan,Current,2017-01-29,2019-11-16,0.0,2.67,5.75
2020-06-14 15:23:53.140935,click,visitor,True,,,,,,,,
2020-06-14 15:26:21.390346,click,psfc,True,,,,,,,,
2020-06-14 15:33:52.783527,barcode,ghfc,True,1878.0,Carrot Plan,Current,2012-06-20,2012-06-20,2.5,2.5,0.0
2020-06-14 15:38:08.081908,barcode,ghfc,True,5436.0,Lettuce Plan,Parental Leave,2019-12-28,2020-02-06,0.0,0.0,0.0
2020-06-14 15:41:01.432091,click,visitor,True,,,,,,,,
2020-06-14 15:41:09.645631,click,visitor,True,,,,,,,,
2020-06-14 15:46:44.231160,click,visitor,True,,,,,,,,
2020-06-14 15:47:02.461493,click,visitor,True,,,,,,,,
2020-06-14 15:49:20.055287,email,ghfc,True,283.0,Carrot Plan,Current,2018-10-23,2018-10-23,2.58,2.5,2.75
2020-06-14 15:52:41.159285,click,visitor,True,,,,,,,,
2020-06-14 15:52:49.462687,click,visitor,True,,,,,,,,
2020-06-14 15:56:46.866489,click,psfc,True,,,,,,,,
2020-06-14 15:56:48.546938,click,psfc,True,,,,,,,,
2020-06-14 15:59:44.571019,email,ghfc,True,4736.0,Lettuce Plan,Current,2019-04-28,2019-04-28,2.42,10.83,5.42
2020-06-14 16:03:45.713714,click,psfc,True,,,,,,,,
